Status,Life_expectancy ,Adult_Mortality,Alcohol,Total_expenditure,Hepatitis_B, BMI ,Income_composition_of_resources,Schooling,Population
Developed,85,66,6.5,9.6,,55.3,0.89,16,929572
Developed,83,7,6.6,9.9,,54.9,0.888,16,8993531
Developed,82,69,6.9,9.31,,54.4,0.882,15.9,8958229
Developed,79.9,71,6.9,9.23,,53.9,0.88,15.9,8924958
Developed,79.8,73,6.6,8.86,,53.4,0.877,15.9,889596
Developed,79.6,73,6.2,8.18,,52.8,0.873,15.9,887219
Developed,83.4,49,,,,57.4,0.938,16,8282396
Developed,83.2,51,9.61,11.66,,57,0.936,15.9,8188649
Developed,83,52,9.73,11.71,,56.6,0.934,15.8,889346
Developed,82.7,54,9.86,11.59,,56.2,0.932,15.7,7996861
Developed,82.6,55,9.99,11.21,,55.8,0.932,15.6,7912398
Developed,82.3,57,10.01,11.7,,55.4,0.92,15.4,782499
Developed,82.1,6,10.15,11,,55,0.916,15.3,7743831
Developed,82,6,10.29,1.29,,54.6,0.914,15.3,7647675
Developed,81.7,63,10.44,1.21,,54.1,0.911,15.3,7551117
Developed,81.5,65,10.24,1.39,,53.7,0.904,15.2,7483934
Developed,81.1,66,10.15,1.86,,53.2,0.899,15.2,7437115
Developed,81,69,10.55,1.96,,52.8,0.895,15.1,7389625
Developed,85,72,10.82,1.93,,52.3,0.889,15,73391
Developed,84,74,10.85,1.61,,51.8,0.89,15.2,7284753
Developed,82,75,11.12,1.28,,51.3,0.888,15.2,7229854
Developed,79.7,78,11.26,9.91,,5.8,0.879,15.1,718425
Developing,64.5,293,,,41,57.1,0.553,9,18734987
Developing,64.4,294,0.01,3.25,47,56.2,0.575,9,19239
Developing,63.6,37,0.01,3.25,71,55.2,0.635,13,1989141
Developing,62.8,32,0.01,3.25,43,54.2,0.645,12.5,24271
Developing,71.7,163,0.76,3.23,66,53.2,0.646,12,2863993
Developing,73.7,127,0.78,3.28,84,52.3,0.65,11.7,2118834
Developing,73.8,124,0.81,3.55,84,51.3,0.648,11.8,2824893
Developing,73.8,122,0.8,3.4,83,5.4,0.651,11.6,2325443
Developing,73.8,121,0.83,3.72,83,49.4,0.644,11.5,1963286
Developing,73.7,123,0.97,3.78,83,48.5,0.636,11.4,18914977
Developing,73.5,127,0.92,4.11,83,47.6,0.624,11,18294611
Developing,73.2,131,0.93,4.48,82,46.8,0.61,10.6,1786638
Developing,73,134,1.29,5.12,81,46,0.599,10.3,17415266
Developing,72.8,135,1.25,4.94,8,45.3,0.596,10.2,178791
Developing,72.7,135,1.29,4.92,8,44.6,0.589,10.1,16766899
Developing,72.6,136,1.41,4.92,79,43.9,0.588,10,1641848
Developing,69.7,161,,,96,4.7,0.625,11.3,8548651
Developing,69.6,162,0.01,6.88,97,39.9,0.622,11.3,8362745
Developing,69.3,163,0.01,6.75,96,39,0.617,11.2,817789
Developing,68.8,164,0.01,6.39,94,38.2,0.613,11.1,799562
Developing,68.1,166,0.32,5.98,96,37.4,0.608,11.1,7815949
Developing,67.3,171,0.32,6.4,93,36.6,0.603,11.1,764163
Developing,66.7,174,0.3,5.93,93,35.9,0.601,11.1,7472819
Developing,66.4,178,0.32,5.58,86,35.3,0.592,10.8,739728
Developing,66.1,181,0.35,5.35,84,34.7,0.586,10.9,7152385
Developing,65.9,183,0.38,5.7,88,34.1,0.579,10.7,7557
Developing,65.5,194,0.37,5.89,81,33.5,0.572,10.6,6854176
Developing,65.9,177,0.38,5.7,81,33,0.563,10.5,6712841
Developing,65.2,182,0.36,4.46,58,32.5,0.553,10.1,6576877
Developing,64.3,193,0.6,4.48,39,32.1,0.543,9.8,6447688
Developing,64,194,0.86,4.59,,31.6,0.535,9.7,6327125
Developing,63.7,198,0.37,4.64,,31.3,0.529,9.6,621625
Developing,74.9,148,,,99,33.6,0.738,13.6,686576
Developing,74.6,152,6.41,4.12,99,32.4,0.737,13.6,68416772
Developing,74.5,153,6.5,4,99,31.3,0.733,13.6,6814365
Developing,74.3,154,6.56,4.17,98,3.1,0.729,13.7,67843979
Developing,74.1,155,6.07,4.12,98,29,0.72,13.3,675313
Developing,73.9,158,5.95,3.81,98,27.9,0.711,13.1,672888
Developing,73.7,16,5.88,4.11,98,26.8,0.706,13,66881867
Developing,73.5,162,5.92,3.92,98,25.7,0.7,12.9,6654576
Developing,73.3,165,6.2,3.56,96,24.6,0.687,12.3,66195615
Developing,73,168,6.18,3.49,96,23.6,0.686,12.4,65824164
Developing,72.5,177,6.26,3.55,96,22.6,0.682,12,6542547
Developing,71.6,189,6.17,3.51,96,21.7,0.674,11.9,652231
Developing,71.7,189,6.14,3.58,96,2.9,0.666,11.8,64554952
Developing,71.4,192,5.93,3.7,95,2.2,0.657,11.5,6473164
Developing,71.2,194,5.92,3.32,95,19.4,0.649,11.2,63543322
Developing,71.1,194,5.88,3.4,95,18.7,0.64,10.9,6295821
Developing,75.7,12,,,92,6.3,0.746,12.9,
Developing,75.5,12,1.13,6.48,97,59.7,0.743,12.9,
Developing,75.3,14,1.03,6.7,97,59.1,0.741,12.9,
Developing,75.1,15,1.23,6.76,98,58.5,0.739,12.9,
Developing,74.9,17,1.16,6.61,96,57.9,0.735,12.9,
Developing,74.7,18,1.47,6.83,9,57.4,0.732,13,
Developing,74.4,111,1.77,6.74,95,56.9,0.73,13,
Developing,74.2,111,1.72,6.85,97,56.4,0.714,12.2,
Developing,73.5,12,1.75,6.9,96,55.9,0.709,12.2,
Developing,73.7,122,1.74,7.61,89,55.4,0.703,12.1,
Developing,73.6,12,1.75,7.95,53,54.9,0,11.9,
Developing,73.5,12,2.07,8.64,,54.5,0,11.9,
Developing,73.2,126,2.4,9.17,,54.1,0,11.9,
Developing,72.8,128,2.53,9.1,,53.6,0,11.9,
Developing,73.1,126,3.27,8.18,,53.2,0,11.8,
Developing,72.6,125,2.86,8.52,,52.7,0,11.7,
Developing,68.3,152,,,76,17.4,0.603,12.5,124977
Developing,68,155,0.01,1.48,77,17,0.612,12.5,1212814
Developing,67.7,158,0.01,1.29,82,16.6,0.62,12.5,1184366
Developing,67.4,159,0.01,1.1,83,16.2,0.618,12.5,115676
Developing,67.2,161,0.5,0.76,67,15.8,0.607,12.5,1131523
Developing,66.9,163,0.1,0.92,72,15.5,0.599,12.4,119591
Developing,66.6,165,0.09,1.2,72,15.1,0.599,12.1,19221
Developing,66.2,168,0.06,0.74,79,14.7,0.566,11.7,17811
Developing,65.8,173,0.05,0.37,,14.2,0.541,11.3,164973
Developing,64.9,186,0.04,0.65,,13.9,0.511,11,148621
Developing,63.7,26,0.36,1.5,,13.5,0.492,10.6,126484
Developing,62.3,229,0.38,1.31,,13.2,0.484,10.2,996698
Developing,61,25,0.44,2.48,,12.9,0.485,9.8,96852
Developing,62,261,0.48,3.89,,12.6,0.475,9.8,923825
Developing,59.4,269,0.5,3.75,,12.3,0.47,9.8,892531
Developing,58.7,276,0.5,3.26,,11.9,0,0,87167
Developing,59.9,287,,,88,24.3,0.484,12,741682
Developing,59.7,285,0.01,5.25,87,23.7,0.475,12,7228915
Developing,59.4,287,0.01,5.12,84,23.1,0.47,12,742948
Developing,58.9,294,0.01,5.11,84,22.6,0.464,12,6859482
Developing,58.3,34,1.44,5.21,85,22,0.457,11.5,6679282
Developing,57.4,323,1.21,5.37,83,21.4,0.449,11,652952
Developing,56.7,336,1.24,6.64,78,2.9,0.442,10.6,633472
Developing,56.2,344,1.33,5.73,24,2.4,0.441,10.1,6161796
Developing,55.9,344,1.37,5.55,,19.8,0.443,10.6,5997385
Developing,55.7,345,1.37,5.56,,19.3,0.436,10.2,5837792
Developing,55,357,1.14,5.17,,18.9,0.435,10.1,5683268
Developing,54.9,355,1.01,5.6,,18.4,0.432,10,5534598
Developing,54.7,355,1.02,5,,17.9,0.428,9.9,539141
Developing,54.7,351,1,4.7,,17.5,0.428,9.7,5251472
Developing,54.6,345,0.95,4.29,,17.1,0.426,9.4,511177
Developing,54.6,339,1.1,4.35,,16.6,0.425,9.3,497367
Developing,73.5,133,,,78,75.2,0.718,14.3,16364
Developing,73.3,135,0.01,5.18,8,74.8,0.716,14.3,15782
Developing,73.2,137,0.01,4.98,82,74.3,0.718,14.3,15328
Developing,73,138,0.01,4.51,77,73.8,0.717,14.4,14951
Developing,72.9,14,0.96,4.6,82,73.3,0.712,14.4,14577
Developing,72.8,142,1.24,4.59,82,72.7,0.707,14.4,14137
Developing,72.5,147,1.08,4.67,84,72.1,0.703,14.5,1364
Developing,72.6,145,1.1,5.13,84,71.5,0.698,14.5,135
Developing,72.5,146,2.05,5.82,87,7.8,0.698,14.5,12357
Developing,72.4,148,1.79,5.61,89,7.1,0.695,14.6,11689
Developing,72.3,15,1.57,6.52,89,69.4,0.694,14.6,1141
Developing,72.2,151,1.8,4.87,9,68.6,0.693,14.6,146
Developing,72,153,1.79,5.9,85,67.8,0.683,13.7,99789
Developing,71.9,155,1.51,5.3,88,67,0.679,13.5,99184
Developing,71.8,157,1.35,5.66,91,66.2,0.674,13.2,98611
Developing,71.6,158,1.24,4.75,93,65.5,0.676,13.7,9882
Developing,71.2,17,,,9,47.1,0.779,12.7,13692
Developing,71.1,171,6.94,5.93,92,46,0.778,12.7,1354493
Developing,71,172,6.71,5.98,92,45,0.773,12.7,1348248
Developing,78,174,6.7,5.78,92,44,0.772,12.6,1341588
Developing,76,176,6.5,5.6,9,43,0.774,12.6,1334788
Developing,74,179,6.5,5.29,9,42,0.772,12.5,13281
Developing,71,183,6.37,6.47,9,41.1,0.773,12.5,1321618
Developing,69.9,185,6.41,4.4,9,4.2,0.767,12.4,1315372
Developing,69.7,187,6.37,4.82,89,39.3,0.76,12.4,13926
Developing,69.6,188,6.35,4.49,89,38.4,0.751,12.3,133144
Developing,69.5,189,6.12,5.31,95,37.6,0.745,12.3,1296934
Developing,69.4,19,5.82,5.22,94,36.8,0.736,12.2,129535
Developing,69.3,191,5.53,5.13,76,36,0.729,12,128452
Developing,69.2,192,5.12,5,5,35.2,0.721,11.9,1277837
Developing,69.1,194,4.55,4.4,,34.4,0.715,11.8,127238
Developing,69.1,197,4.68,4.17,,33.6,0.709,11.7,1267984
Developing,75.3,1,,,98,61.2,0.723,14.6,11273661
Developing,75.1,12,1.39,7,98,6.2,0.722,14.7,1114398
Developing,74.9,13,1.29,7.26,98,59.3,0.72,14.7,1114558
Developing,74.9,13,1.3,7.18,97,58.3,0.717,14.6,1886668
Developing,74.8,13,1.29,7.15,98,57.4,0.714,14.5,1761467
Developing,74.8,12,1.28,6.54,98,56.5,0.71,14.4,1639931
Developing,74.7,12,1.4,6.18,99,55.6,0.706,14.4,1521834
Developing,74.7,12,1.37,5.63,99,54.7,0.701,14.3,147336
Developing,74.6,12,1.24,5.64,98,53.9,0.695,14.3,129887
Developing,74.4,12,1.46,5.64,99,53.1,0.689,14.2,1196136
Developing,74.2,14,1.37,5.57,97,52.2,0.683,13.9,112482
Developing,74,15,1.36,5.63,96,51.4,0.673,13.6,11761
Developing,73.7,17,1.34,5.36,92,5.6,0.667,13.5,9939678
Developing,73.5,19,1.17,5.32,93,49.7,0.662,13.3,9864326
Developing,73.2,11,1.19,5.29,94,48.9,0.654,13.1,978571
Developing,72.9,112,1.21,5.4,94,48.1,0.646,12.8,9699197
Developing,75.8,16,,,97,66.1,0.764,14.5,78271472
Developing,75.5,17,1.45,5.41,96,65.3,0.759,14.5,773628
Developing,75.2,19,1.41,5.38,97,64.5,0.754,14.4,75787333
Developing,74.8,112,1.54,5.24,97,63.7,0.75,14.3,74569867
Developing,74.5,114,1.53,5.29,96,62.8,0.737,13.8,7349455
Developing,74.2,116,1.49,5.61,96,61.9,0.715,13,72326914
Developing,73.9,118,1.4,6.8,94,61.1,0.709,12.5,71339185
Developing,73.5,121,1.39,6.7,92,6.2,0.705,12.5,74432
Developing,73.2,124,1.26,6.4,96,59.3,0.697,12.3,69597281
Developing,72.8,126,1.29,5.81,82,58.5,0.687,11.9,6876345
Developing,72.4,129,1.29,5.45,85,57.6,0.681,11.9,679346
Developing,72,132,1.35,5.37,77,56.8,0.675,12,677855
Developing,71.6,135,1.42,5.34,68,55.9,0.668,11.9,668583
Developing,71.2,138,1.47,5.36,72,55.1,0.658,11.5,6514354
Developing,78,14,1.49,5.16,77,54.3,0.653,11.1,64191474
Developing,74,143,1.54,4.95,71,53.5,0.641,10.7,6324121
Developing,66.3,215,,,99,48.6,0.688,10.8,5565284
Developing,66,217,2.9,2.7,97,47.7,0.683,10.8,5466241
Developing,65.4,228,2.93,2.12,98,46.7,0.678,10.7,5366277
Developing,65.6,22,2.75,1.96,98,45.9,0.672,10.7,5267839
Developing,65.6,217,2.55,1.98,97,45,0.665,10.6,517461
Developing,65.8,211,2.48,1.99,96,44.2,0,10.6,58721
Developing,65.6,215,2.35,1.88,97,43.4,0,10.5,5795
Developing,64.5,235,2.4,1.93,96,42.7,0,10.5,4935762
Developing,64.1,241,2.58,2.16,98,42,0,10.4,487137
Developing,63.7,245,2.71,2.9,98,41.3,0,10.4,48115
Developing,63.3,248,2.85,3.51,99,4.7,0,10.3,4754641
Developing,63.5,238,2.86,4.3,96,4,0,10.3,473398
Developing,63.4,231,2.88,3.85,97,39.4,0,10.3,4655741
Developing,63.3,229,2.33,3.34,96,38.7,0,10.2,4612
Developing,64,221,2.35,3.87,,38.1,0,10.2,45648
Developing,63.8,224,2.9,3.94,,37.5,0,0,4516131
Developing,,,0.01,16.61,9,79.3,,0,1819
Developing,62.3,291,,,78,18.5,0.488,10,414487
Developing,61.5,38,0.01,7.22,78,18.1,0.483,10,38833338
Developing,67,325,0.01,7.47,78,17.6,0.478,10,37553726
Developing,60,339,0.01,7.58,78,17.2,0.477,10,3636796
Developing,59.3,347,10.22,9.9,82,16.7,0.477,10.7,3593648
Developing,58.4,362,10.03,11.2,8,16.3,0.473,10.9,33915133
Developing,57.5,378,9.63,8.43,79,15.9,0.464,10.8,32771895
Developing,56.3,41,9.79,9.1,71,15.6,0.453,10.6,31663896
Developing,55.5,41,9.65,9.76,73,15.2,0.442,10.3,359487
Developing,54.9,41,9.81,9.86,64,14.8,0.434,10.6,2955662
Developing,53.2,446,10.09,9.36,64,14.5,0.429,10.9,2854394
Developing,51.3,485,9.89,8.9,62,14.2,0.427,11.6,27568436
Developing,51,53,10.16,7.54,44,13.9,0.418,11.5,2662482
Developing,48.8,523,10.42,7.78,29,13.6,0.404,11,2571848
Developing,47.7,539,10.57,7.26,,13.3,0.396,10.8,24854892
Developing,46.6,554,10.47,6.77,,13,0.382,9.8,2439274
Developing,71.3,195,,,22,61.3,0.748,15.3,4515429
Developing,78,23,8.06,7.1,22,6.7,0.746,15.2,45271947
Developing,71,198,8.44,7.67,46,6.1,0.744,15.2,454896
Developing,77,25,8.44,7.47,46,59.6,0.739,15.1,455933
Developing,75,24,8.48,6.98,21,59,0.734,14.9,45761
Developing,69.8,212,8.39,7.81,48,58.5,0.728,14.9,45877
Developing,69.2,231,8.71,7.8,66,58,0.734,14.9,46533
Developing,67.7,273,9.46,6.63,84,57.6,0.73,14.9,462582
Developing,67.5,277,8.86,6.36,92,57.2,0.723,14.8,465935
Developing,67.7,267,7.99,6.39,96,56.8,0.716,14.7,4678775
Developing,67,278,7.31,6.41,97,56.4,0.707,14.5,471515
Developing,67.4,267,6.79,6.61,98,56.1,0.7,14.6,474516
Developing,67.6,256,5.92,6.93,77,55.7,0.691,14.3,4781295
Developing,67.6,256,4.89,6.25,48,55.4,0.683,13.9,48225
Developing,67.7,253,4.31,5.66,7,55.1,0.673,13.2,48683865
Developing,67.5,257,4.49,5.59,4,54.8,0.669,13.3,49175848
Developing,77.1,75,,,99,64.2,0.836,13.3,
Developing,76.9,77,1.91,3.64,99,62.4,0.832,13.3,
Developing,76.7,78,1.82,3.49,98,6.5,0.829,13.3,
Developing,76.5,8,1.75,3.45,96,58.6,0.826,13.3,
Developing,76.3,81,1.73,3.7,95,57.1,0.824,13.3,
Developing,76.2,82,1.69,3.93,94,55.8,0.826,13.3,
Developing,76,84,1.73,4.5,93,55.1,0.831,13.2,
Developing,75.8,85,1.86,2.93,92,54.8,0.829,13.1,
Developing,75.6,87,1.69,2.57,92,55.1,0.826,12.9,
Developing,75.4,89,1.74,2.33,92,55.8,0.823,12.8,
Developing,75.3,92,1.79,2.32,92,56.6,0.818,12.6,
Developing,75.1,95,1.77,2.46,92,57,0.813,12.4,
Developing,74.9,98,1.74,2.65,92,56.8,0.808,12.3,
Developing,74.7,11,1.72,2.72,92,56,0.803,12.1,
Developing,74.5,14,1.67,2.48,92,55,0.798,12,
Developing,74.2,17,1.64,2.38,92,54.1,0.791,11.8,
Developed,81.2,69,10.66,,,66.6,,,
Developed,81,71,10.37,9.12,,66,,,
Developed,87,72,10.32,9.34,,65.4,,,
Developed,86,72,10.42,9.41,,64.8,,,
Developed,86,74,10.68,9.34,,64.2,,,
Developed,82,77,10.88,9.51,,63.6,,,
Developed,81,78,10.79,9.81,,63.1,,,
Developed,79.6,8,11.47,8.85,,62.5,,,
Developed,79.5,8,11.84,8.42,,61.9,,,
Developed,79.3,82,11.61,8.36,,61.3,,,
Developed,79,82,12.05,8.24,,6.7,,,
Developed,78.8,83,12.22,7.98,,6.1,,,
Developed,78.3,86,11.85,7.81,,59.5,,,
Developed,78.2,87,11.44,7.57,,58.8,,,
Developed,78,88,10.91,7.31,,58.2,,,
Developed,77.8,89,10.59,6.94,,57.5,,,
Developing,61.8,279,,,98,23.8,,,
Developing,67,34,0.01,5.58,97,23.2,,,
Developing,59.7,323,4.2,5.57,91,22.5,,,
Developing,58.6,348,3.98,5.72,92,21.9,,,
Developing,58.3,348,4.04,5.72,9,21.3,,,
Developing,57.5,36,4.19,5.3,91,2.7,,,
Developing,56.9,368,3.97,3.97,85,2.2,,,
Developing,56.2,376,3.44,4.21,86,19.6,,,
Developing,54.5,411,4.4,4.72,83,19.1,,,
Developing,53.1,437,4.07,6.86,9,18.6,,,
Developing,52.2,449,3.94,4.66,9,18.1,,,
Developing,51.5,454,3.81,4.1,95,17.7,,,
Developing,58,459,2.34,4.6,95,17.2,,,
Developing,52,46,3.37,3.59,89,16.8,,,
Developing,49.6,46,4.09,3.28,,16.4,,,
Developing,49.2,457,3.89,2.64,,16,,,
Developed,79.3,13,,,92,69.6,,,
Developed,79.1,14,8.82,17.14,92,69.1,,,
Developed,78.9,16,8.82,16.9,91,68.6,,,
Developed,78.8,16,8.82,17.2,9,68,,,
Developed,78.7,16,8.67,17.6,91,67.5,,,
Developed,78.7,15,8.55,17.2,92,66.9,,,
Developed,78.5,18,8.71,17,92,66.3,,,
Developed,78.2,18,8.74,16.2,94,65.7,,,
Developed,78.1,11,8.74,15.57,93,65.1,,,
Developed,77.8,113,8.63,15.27,93,64.4,,,
Developed,77.5,112,8.52,15.15,93,63.8,,,
Developed,77.5,111,8.48,15.14,92,63.1,,,
Developed,77.2,114,8.4,15.6,92,62.4,,,
Developed,77,115,8.33,14.55,88,61.7,,,
Developed,76.9,115,8.25,13.73,89,6.9,,,
Developed,76.8,114,8.21,13.7,9,6.1,,,
Developing,77,116,,,95,64,0.794,15.5,3431552
Developing,76.8,117,6.03,8.58,95,63.4,0.791,15.5,3419546
Developing,76.8,117,5.82,8.68,94,62.9,0.788,15.5,3485
Developing,76.5,118,5.77,8.74,95,62.3,0.784,15.5,3396777
Developing,77,111,5.97,8.55,95,61.8,0.78,15.5,3385624
Developing,76.3,118,6.21,8.63,95,61.2,0.777,15.6,3374415
Developing,76.6,118,6.67,8.78,95,6.7,0.774,15.5,3362755
Developing,76.4,119,6.76,8.17,94,6.1,0.77,15.7,335824
Developing,75.4,124,6.67,8.23,94,59.5,0.76,15.3,3339741
Developing,76.2,117,6.58,11.17,95,58.9,0.756,15.2,333143
Developing,75.7,123,6.35,11.15,96,58.3,0.753,15.5,3325612
Developing,75.4,122,5.66,11.59,94,57.7,0.75,15.5,332496
Developing,75.4,121,5.11,6.52,91,57,0.747,15,3325637
Developing,75.4,124,5.86,7.18,95,56.3,0.746,14.7,3327773
Developing,75.2,123,6.48,7.46,94,55.7,0.742,14.2,332713
Developing,75.1,131,6.65,7.82,92,55,0.738,14,3321245
Developing,69.4,184,,,99,44.7,0.697,12.1,312989
Developing,69.2,184,0.01,5.84,99,43.9,0.69,12.1,37577
Developing,69.1,185,0.01,6.32,99,43,0.681,12,32432
Developing,68.8,184,0.01,6.49,99,42.2,0.673,12,297745
Developing,68.5,183,2.83,5.65,99,41.4,0.664,12,293394
Developing,68.3,183,2.73,5.34,99,4.7,0.657,11.9,285624
Developing,68,183,2.56,6.31,98,4,0.651,11.8,277674
Developing,67.9,184,2.36,5.92,91,39.3,0.644,11.9,27328
Developing,67.8,184,2.15,5.81,99,38.7,0.631,11.8,26868
Developing,67.6,185,1.96,5.49,98,38.1,0.626,11.8,2648825
Developing,67.3,192,1.78,5.11,99,37.5,0.62,11.7,26167
Developing,67.8,183,1.59,5.11,99,37,0.613,11.6,2586435
Developing,67.2,183,1.54,5.17,99,36.4,0.607,11.3,2556765
Developing,67.1,186,1.47,5.44,62,35.9,0.6,11,2527185
Developing,67.4,185,1.53,5.28,,35.3,0.594,10.7,2496445
Developing,67.1,189,1.6,5.29,,34.8,0,10.6,24654
Developing,72,13,,,64,53.3,0.598,10.8,26463
Developing,71.7,134,0.01,5.2,64,52.5,0.596,10.8,25885
Developing,71.6,135,0.01,3.92,64,51.7,0.591,10.8,253142
Developing,71.4,138,0.01,3.7,64,5.8,0.592,10.8,247485
Developing,71.2,141,0.85,3.85,63,49.9,0.591,10.8,241871
Developing,71,145,0.91,4.71,62,49.1,0.59,10.8,236295
Developing,78,149,0.83,3.9,62,48.2,0.589,10.7,23785
Developing,75,153,1.18,3.66,61,47.4,0.582,10.7,22534
Developing,73,157,1.01,3.67,6,46.6,0.579,10.7,219953
Developing,71,161,1,3.96,59,45.7,0.572,10.6,214634
Developing,69.9,165,0.88,3.87,61,44.9,0,10.6,2937
Developing,69.6,169,0.85,4.12,63,44.1,0,10.7,24143
Developing,69.4,173,1.2,4.2,64,43.3,0,10.4,198964
Developing,69.3,176,1.24,3.52,66,42.6,0,10.2,193956
Developing,69.1,179,0.91,3.37,68,41.9,0,10.1,18929
Developing,69,18,1.21,3.28,7,41.1,0,9.6,18563
Developing,74.1,157,,,87,62.1,0.769,14.3,
Developing,73.9,158,6.47,5.26,78,61.5,0.771,14.2,
Developing,73.8,159,6.71,4.94,82,61,0.77,14.2,
Developing,73.7,161,6.7,4.8,81,6.4,0.767,14.1,
Developing,73.8,158,6.74,5.24,78,59.9,0.756,14.1,
Developing,73.7,158,7.22,5.4,78,59.3,0.754,14,
Developing,73.6,166,7.59,5.81,84,58.8,0.754,14,
Developing,73.2,168,8.18,3.98,53,58.2,0.745,13.4,
Developing,73.4,165,8.7,5.25,62,57.6,0.728,12.9,
Developing,73.6,163,8.27,4.85,71,57.1,0.714,12.4,
Developing,73.6,158,7.92,4.69,88,56.5,0.7,11.8,
Developing,73.3,161,7.55,4.78,82,55.9,0.687,11.6,
Developing,72.4,172,6.3,4.93,72,55.3,0.688,11.6,
Developing,73.1,167,6.89,4.93,6,54.7,0.684,11,
Developing,72.5,169,8.05,5.21,53,54.1,0.672,10.4,
Developing,72.5,168,8.01,4.91,5,53.4,0.67,10.6,
Developing,76,127,,,97,17.5,0.678,12.6,
Developing,75.9,128,4.09,7.7,95,16.7,0.675,12.5,
Developing,75.7,129,4,7.17,59,16,0.668,12.3,
Developing,75.6,13,4.12,6.96,97,15.3,0.662,12.2,
Developing,75.4,131,3.94,6.2,95,14.7,0.655,12,
Developing,75.2,133,3.93,6.36,88,14,0.647,11.9,
Developing,75,134,3.86,6.4,94,13.4,0.641,11.7,
Developing,74.9,135,3.58,5.53,87,12.9,0.633,11.6,
Developing,74.7,136,3.01,6.9,67,12.3,0.625,11.4,
Developing,74.6,136,2.56,5.56,93,11.8,0.618,11.3,
Developing,74.4,136,2.7,5.38,94,11.3,0.609,11.1,
Developing,74.2,136,2.86,5.9,94,1.9,0.601,11,
Developing,74,137,2.19,4.84,78,1.4,0.592,10.9,
Developing,73.8,137,2.03,4.7,,1,0.584,10.7,
Developing,73.6,138,1.84,5.17,,9.6,0.576,10.6,
Developing,73.4,139,1.6,4.89,,9.2,0.569,10.4,
Developing,65.7,224,,,69,41.3,0.499,9,
Developing,65.4,228,0.01,5.64,73,4.4,0.5,9,
Developing,65.4,226,0.04,5.78,73,39.6,0.498,9,
Developing,64.7,236,0.04,5.73,67,38.7,0.494,9,
Developing,64.6,234,0.04,5.4,69,37.9,0.493,8.6,
Developing,64.4,233,0.06,5.17,76,37.2,0.488,8.5,
Developing,64.1,235,0.03,5.32,76,36.4,0.483,8.4,
Developing,63.8,238,0.04,5.12,78,35.7,0.48,8.5,
Developing,63.4,24,0.05,4.92,79,35.1,0.477,8.6,
Developing,63,242,0.04,4.82,78,34.5,0.475,8.7,
Developing,62.6,245,0.04,4.58,8,33.9,0.47,8.6,
Developing,62.2,247,0.06,4.9,43,33.3,0.464,8.4,
Developing,61.9,249,0.04,5,38,32.7,0.457,8.2,
Developing,61.5,25,0.07,4.22,31,32.2,0.45,8,
Developing,61.1,251,0.08,4.34,19,31.7,0.444,7.9,
Developing,68,252,0.07,4.14,14,31.2,0.436,7.7,
Developing,61.8,33,,,9,23.4,0.576,12.5,161587
Developing,61.1,314,0.01,4.99,86,22.8,0.57,12.5,1562974
Developing,63,328,2.41,4.99,79,22.3,0.565,12.5,1515321
Developing,59.2,349,2.59,4.91,78,21.7,0.554,12.3,14699937
Developing,58.2,366,2.57,4.26,81,21.2,0.543,12,14264756
Developing,58,363,2.47,4.41,83,2.7,0.533,11.8,138533
Developing,57.4,368,2.3,4.73,94,2.2,0.518,11.6,13456417
Developing,55.7,45,2.12,4.87,87,19.7,0.504,11.4,1382517
Developing,52.6,487,2.08,4.37,8,19.2,0.492,11.1,12725974
Developing,58,526,2.25,6.11,81,18.8,0.479,10.9,12383446
Developing,49.3,554,2.33,7.56,82,18.4,0.467,10.7,1252156
Developing,47.9,578,2.46,7.33,,18,0.456,10.5,11731746
Developing,46.4,64,2.33,8.18,,17.6,0.443,10.2,11421984
Developing,45.5,69,2.44,6.93,,17.3,0.433,10,111249
Developing,44.6,611,2.61,6.56,,17.1,0.424,9.8,1824125
Developing,43.8,614,2.62,7.16,,16.8,0.418,9.6,1531221
Developing,67,336,,,87,31.8,0.507,10.3,15777451
Developing,59.2,371,6.5,6.44,91,31.3,0.498,10.3,15411675
Developing,58,399,6.39,6.88,95,3.8,0.488,10.4,155456
Developing,56.6,429,6.09,6.69,97,3.3,0.464,9.8,1471826
Developing,54.9,464,6,6.31,94,29.9,0.452,10.1,14386649
Developing,52.4,527,5.21,5.37,9,29.4,0.436,10,1486317
Developing,50,587,4.64,6.26,73,29,0.419,9.9,1381599
Developing,48.2,632,3.56,4.96,75,28.6,0.421,9.7,13558469
Developing,46.6,67,3.88,4.47,72,28.2,0.414,9.6,1332999
Developing,45.4,7,4.57,5.12,68,27.9,0.408,9.5,13124267
Developing,44.6,717,4.14,6.44,65,27.5,0.406,9.3,129432
Developing,44.3,723,4.36,7.13,68,27.1,0.407,9.2,12777511
Developing,44.5,715,4.06,6.52,7,26.7,0.418,9.5,12633897
Developing,44.8,73,4.43,6.53,73,26.3,0.427,10,125525
Developing,45.3,686,1.72,6.16,76,25.9,0.427,9.8,12366165
Developing,46,665,1.68,7.1,79,25.5,0.434,9.8,12222251
